session_id,workout_id,trainer_id,session_name,duration_sec,video_link
561,14,8,Урок 561,2384,http://video.host/v/561
562,76,13,Урок 562,2746,http://video.host/v/562
563,11,13,Урок 563,1870,http://video.host/v/563
564,96,11,Урок 564,1507,http://video.host/v/564
565,43,25,Урок 565,1288,http://video.host/v/565
566,10,17,Урок 566,3193,http://video.host/v/566
567,15,17,Урок 567,2688,http://video.host/v/567
568,25,29,Урок 568,2031,http://video.host/v/568
569,45,24,Урок 569,3243,http://video.host/v/569
570,19,8,Урок 570,1021,http://video.host/v/570
571,19,9,Урок 571,1408,http://video.host/v/571
572,23,20,Урок 572,1226,http://video.host/v/572
573,98,25,Урок 573,3284,http://video.host/v/573
574,10,6,Урок 574,3172,http://video.host/v/574
575,64,15,Урок 575,2909,http://video.host/v/575
576,98,19,Урок 576,2438,http://video.host/v/576
577,88,30,Урок 577,2912,http://video.host/v/577
578,83,21,Урок 578,3158,http://video.host/v/578
579,42,28,Урок 579,3169,http://video.host/v/579
580,41,5,Урок 580,2401,http://video.host/v/580
581,9,16,Урок 581,2411,http://video.host/v/581
582,81,10,Урок 582,1725,http://video.host/v/582
583,76,2,Урок 583,2041,http://video.host/v/583
584,65,3,Урок 584,1871,http://video.host/v/584
585,60,15,Урок 585,754,http://video.host/v/585
586,8,12,Урок 586,1775,http://video.host/v/586
587,10,21,Урок 587,969,http://video.host/v/587
588,79,20,Урок 588,2676,http://video.host/v/588
589,50,15,Урок 589,2977,http://video.host/v/589
590,71,26,Урок 590,768,http://video.host/v/590
591,58,30,Урок 591,2941,http://video.host/v/591
592,84,7,Урок 592,1916,http://video.host/v/592
593,78,16,Урок 593,2653,http://video.host/v/593
594,20,2,Урок 594,2445,http://video.host/v/594
595,14,26,Урок 595,2006,http://video.host/v/595
596,92,3,Урок 596,2666,http://video.host/v/596
597,83,6,Урок 597,760,http://video.host/v/597
598,32,23,Урок 598,2393,http://video.host/v/598
599,57,17,Урок 599,2741,http://video.host/v/599
600,79,6,Урок 600,2090,http://video.host/v/600
601,48,30,Урок 601,1758,http://video.host/v/601
602,50,14,Урок 602,1985,http://video.host/v/602
603,87,20,Урок 603,814,http://video.host/v/603
604,81,21,Урок 604,1970,http://video.host/v/604
605,9,11,Урок 605,987,http://video.host/v/605
606,72,22,Урок 606,2183,http://video.host/v/606
607,37,9,Урок 607,3564,http://video.host/v/607
608,85,30,Урок 608,3068,http://video.host/v/608
609,20,11,Урок 609,933,http://video.host/v/609
610,75,22,Урок 610,1179,http://video.host/v/610
611,45,10,Урок 611,3287,http://video.host/v/611
612,90,22,Урок 612,2205,http://video.host/v/612
613,17,20,Урок 613,3503,http://video.host/v/613
614,11,10,Урок 614,2889,http://video.host/v/614
615,49,21,Урок 615,1945,http://video.host/v/615
616,17,22,Урок 616,3478,http://video.host/v/616
617,95,22,Урок 617,2756,http://video.host/v/617
618,12,21,Урок 618,3346,http://video.host/v/618
619,55,17,Урок 619,2082,http://video.host/v/619
620,3,12,Урок 620,1865,http://video.host/v/620
621,24,7,Урок 621,1999,http://video.host/v/621
622,99,16,Урок 622,1386,http://video.host/v/622
623,29,5,Урок 623,1234,http://video.host/v/623
624,10,10,Урок 624,1014,http://video.host/v/624
625,65,25,Урок 625,2810,http://video.host/v/625
626,95,29,Урок 626,2756,http://video.host/v/626
627,5,22,Урок 627,1979,http://video.host/v/627
628,99,20,Урок 628,1136,http://video.host/v/628
629,77,13,Урок 629,1231,http://video.host/v/629
630,21,6,Урок 630,3437,http://video.host/v/630
631,99,20,Урок 631,1278,http://video.host/v/631
632,93,15,Урок 632,778,http://video.host/v/632
633,53,12,Урок 633,3370,http://video.host/v/633
634,93,8,Урок 634,2419,http://video.host/v/634
635,79,10,Урок 635,2438,http://video.host/v/635
636,30,18,Урок 636,1579,http://video.host/v/636
637,40,26,Урок 637,2521,http://video.host/v/637
638,25,12,Урок 638,3378,http://video.host/v/638
639,74,15,Урок 639,2491,http://video.host/v/639
640,99,10,Урок 640,2164,http://video.host/v/640
641,65,17,Урок 641,2314,http://video.host/v/641
642,21,27,Урок 642,1417,http://video.host/v/642
643,78,5,Урок 643,1624,http://video.host/v/643
644,7,21,Урок 644,2568,http://video.host/v/644
645,48,18,Урок 645,1020,http://video.host/v/645
646,92,28,Урок 646,2713,http://video.host/v/646
647,16,10,Урок 647,943,http://video.host/v/647
648,98,6,Урок 648,1717,http://video.host/v/648
649,58,29,Урок 649,2702,http://video.host/v/649
650,19,27,Урок 650,2391,http://video.host/v/650
651,12,30,Урок 651,1509,http://video.host/v/651
652,58,29,Урок 652,2031,http://video.host/v/652
653,4,14,Урок 653,818,http://video.host/v/653
654,51,17,Урок 654,2131,http://video.host/v/654
655,31,13,Урок 655,934,http://video.host/v/655
656,48,8,Урок 656,715,http://video.host/v/656
657,41,30,Урок 657,1005,http://video.host/v/657
658,92,21,Урок 658,1973,http://video.host/v/658
659,19,5,Урок 659,756,http://video.host/v/659
660,37,30,Урок 660,2535,http://video.host/v/660
661,90,27,Урок 661,1168,http://video.host/v/661
662,98,23,Урок 662,2521,http://video.host/v/662
663,58,20,Урок 663,621,http://video.host/v/663
664,11,1,Урок 664,1648,http://video.host/v/664
665,28,27,Урок 665,1212,http://video.host/v/665
666,71,24,Урок 666,3093,http://video.host/v/666
667,68,14,Урок 667,1055,http://video.host/v/667
668,100,10,Урок 668,1573,http://video.host/v/668
669,39,4,Урок 669,795,http://video.host/v/669
670,31,14,Урок 670,3217,http://video.host/v/670
671,80,15,Урок 671,857,http://video.host/v/671
672,15,27,Урок 672,2647,http://video.host/v/672
673,77,18,Урок 673,667,http://video.host/v/673
674,81,17,Урок 674,2955,http://video.host/v/674
675,31,23,Урок 675,1188,http://video.host/v/675
676,38,14,Урок 676,606,http://video.host/v/676
677,79,12,Урок 677,1585,http://video.host/v/677
678,74,14,Урок 678,1367,http://video.host/v/678
679,86,22,Урок 679,950,http://video.host/v/679
680,68,12,Урок 680,877,http://video.host/v/680
681,68,18,Урок 681,2678,http://video.host/v/681
682,65,18,Урок 682,683,http://video.host/v/682
683,50,28,Урок 683,2525,http://video.host/v/683
684,6,21,Урок 684,2184,http://video.host/v/684
685,48,9,Урок 685,666,http://video.host/v/685
686,46,26,Урок 686,876,http://video.host/v/686
687,45,8,Урок 687,3291,http://video.host/v/687
688,81,4,Урок 688,2983,http://video.host/v/688
689,95,25,Урок 689,1961,http://video.host/v/689
690,18,2,Урок 690,2043,http://video.host/v/690
691,70,11,Урок 691,3232,http://video.host/v/691
692,23,27,Урок 692,3404,http://video.host/v/692
693,60,23,Урок 693,2560,http://video.host/v/693
694,81,6,Урок 694,1152,http://video.host/v/694
695,9,23,Урок 695,2474,http://video.host/v/695
696,5,10,Урок 696,1425,http://video.host/v/696
697,6,26,Урок 697,1417,http://video.host/v/697
698,6,11,Урок 698,1870,http://video.host/v/698
699,66,13,Урок 699,2824,http://video.host/v/699
700,61,9,Урок 700,749,http://video.host/v/700
701,97,21,Урок 701,1382,http://video.host/v/701
702,37,12,Урок 702,795,http://video.host/v/702
703,84,11,Урок 703,1719,http://video.host/v/703
704,16,26,Урок 704,2107,http://video.host/v/704
705,56,29,Урок 705,2238,http://video.host/v/705
706,96,15,Урок 706,2183,http://video.host/v/706
707,44,6,Урок 707,2632,http://video.host/v/707
708,89,16,Урок 708,2104,http://video.host/v/708
709,67,9,Урок 709,938,http://video.host/v/709
710,94,14,Урок 710,923,http://video.host/v/710
711,56,20,Урок 711,1339,http://video.host/v/711
712,70,10,Урок 712,1915,http://video.host/v/712
713,14,3,Урок 713,1943,http://video.host/v/713
714,85,10,Урок 714,1855,http://video.host/v/714
715,58,20,Урок 715,3539,http://video.host/v/715
716,55,6,Урок 716,3425,http://video.host/v/716
717,57,12,Урок 717,2431,http://video.host/v/717
718,6,24,Урок 718,2044,http://video.host/v/718
719,79,14,Урок 719,1724,http://video.host/v/719
720,82,26,Урок 720,834,http://video.host/v/720
721,10,22,Урок 721,3211,http://video.host/v/721
722,52,12,Урок 722,2701,http://video.host/v/722
723,96,22,Урок 723,1255,http://video.host/v/723
724,4,5,Урок 724,3088,http://video.host/v/724
725,87,26,Урок 725,2394,http://video.host/v/725
726,5,5,Урок 726,875,http://video.host/v/726
727,31,25,Урок 727,3242,http://video.host/v/727
728,47,12,Урок 728,2168,http://video.host/v/728
729,73,2,Урок 729,3078,http://video.host/v/729
730,20,22,Урок 730,2442,http://video.host/v/730
731,48,12,Урок 731,2418,http://video.host/v/731
732,98,3,Урок 732,2950,http://video.host/v/732
733,18,17,Урок 733,2103,http://video.host/v/733
734,51,11,Урок 734,3260,http://video.host/v/734
735,36,8,Урок 735,1064,http://video.host/v/735
736,4,24,Урок 736,1362,http://video.host/v/736
737,64,17,Урок 737,2185,http://video.host/v/737
738,72,4,Урок 738,1672,http://video.host/v/738
739,100,9,Урок 739,3483,http://video.host/v/739
740,58,7,Урок 740,3106,http://video.host/v/740
741,37,23,Урок 741,2611,http://video.host/v/741
742,26,4,Урок 742,1155,http://video.host/v/742
743,10,15,Урок 743,1307,http://video.host/v/743
744,92,15,Урок 744,959,http://video.host/v/744
745,88,28,Урок 745,1909,http://video.host/v/745
746,86,12,Урок 746,3506,http://video.host/v/746
747,9,18,Урок 747,2820,http://video.host/v/747
748,38,29,Урок 748,1828,http://video.host/v/748
749,21,23,Урок 749,3506,http://video.host/v/749
750,90,21,Урок 750,1313,http://video.host/v/750
751,47,17,Урок 751,1518,http://video.host/v/751
752,16,7,Урок 752,1168,http://video.host/v/752
753,31,26,Урок 753,2623,http://video.host/v/753
754,4,12,Урок 754,2869,http://video.host/v/754
755,74,12,Урок 755,2514,http://video.host/v/755
756,71,5,Урок 756,3106,http://video.host/v/756
757,12,3,Урок 757,1866,http://video.host/v/757
758,51,23,Урок 758,3544,http://video.host/v/758
759,62,17,Урок 759,2282,http://video.host/v/759
760,99,14,Урок 760,2954,http://video.host/v/760
761,10,5,Урок 761,1898,http://video.host/v/761
762,83,3,Урок 762,2443,http://video.host/v/762
763,60,22,Урок 763,2719,http://video.host/v/763
764,45,5,Урок 764,2858,http://video.host/v/764
765,82,19,Урок 765,1345,http://video.host/v/765
766,99,5,Урок 766,2372,http://video.host/v/766
767,65,30,Урок 767,826,http://video.host/v/767
768,16,17,Урок 768,1226,http://video.host/v/768
769,39,6,Урок 769,1263,http://video.host/v/769
770,42,30,Урок 770,3505,http://video.host/v/770
771,29,12,Урок 771,2725,http://video.host/v/771
772,37,28,Урок 772,923,http://video.host/v/772
773,33,7,Урок 773,3201,http://video.host/v/773
774,71,9,Урок 774,1112,http://video.host/v/774
775,81,10,Урок 775,3116,http://video.host/v/775
776,69,3,Урок 776,2658,http://video.host/v/776
777,83,6,Урок 777,3024,http://video.host/v/777
778,75,5,Урок 778,1301,http://video.host/v/778
779,85,20,Урок 779,3551,http://video.host/v/779
780,78,11,Урок 780,2908,http://video.host/v/780
781,6,27,Урок 781,716,http://video.host/v/781
782,11,2,Урок 782,3227,http://video.host/v/782
783,99,19,Урок 783,1684,http://video.host/v/783
784,84,7,Урок 784,2943,http://video.host/v/784
785,54,20,Урок 785,3217,http://video.host/v/785
786,4,16,Урок 786,3168,http://video.host/v/786
787,70,10,Урок 787,3229,http://video.host/v/787
788,39,16,Урок 788,1603,http://video.host/v/788
789,88,13,Урок 789,1818,http://video.host/v/789
790,59,3,Урок 790,3420,http://video.host/v/790
791,8,6,Урок 791,2400,http://video.host/v/791
792,54,16,Урок 792,2502,http://video.host/v/792
793,27,11,Урок 793,3084,http://video.host/v/793
794,19,11,Урок 794,3542,http://video.host/v/794
795,41,24,Урок 795,2014,http://video.host/v/795
796,52,5,Урок 796,2117,http://video.host/v/796
797,66,18,Урок 797,1034,http://video.host/v/797
798,41,8,Урок 798,2510,http://video.host/v/798
799,16,9,Урок 799,2441,http://video.host/v/799
800,32,5,Урок 800,996,http://video.host/v/800
